1253602002,で,1379
1253602002,デス,1448
1253602002,ベスト,1643
1253602002,でした,1657
1253602002,でしたら,1807
1253602002,デスたらこ,2031
1253602002,でしたら金,2162
1253602002,でしたら今度,2175
1253602002,でしたら今度つ,2559
1253602002,でしたら今度着く,2568
1253602002,でしたら今度作っ,2688
1253602002,でしたら今度作った,2823
1253602002,でしたら今度作ったの,3089
1253602002,でしたら今度作ったもの,3213
1253602002,でしたら今度作ったものも,3604
1253602002,でしたら今度作ったものを持っ,3744
1253602002,でしたら今度作ったものを持って,3863
1253602002,でしたら今度作ったものを持ってい,4139
1253602002,でしたら今度作ったものを持っていく,4153
1253602002,でしたら今度作ったものを持っていき,4270
1253602002,でしたら今度作ったものを持っていきま,4410
1253602002,でしたら今度作ったものを持って行きます,4546
1253602002,でしたら今度作ったものを持って行きますね,4801
1253602002,でしたら今度作ったものを持って行きますね,5591
1253602002,でしたら今度作ったものを持って行きますね,6552
